sno,sna,tot,lat,lng,sarea
0001,捷運市政府站(3號出口),180,25.0408578889,121.567904444,信義區
0002,捷運國父紀念館站(2號出口),48,25.041254,121.55742,大安區
0003,台北市政府,40,25.0377972222,121.565169444,信義區
0004,市民廣場,60,25.0360361111,121.562325,信義區
0005,興雅國中,60,25.0365638889,121.5686639,信義區
0006,臺北南山廣場,80,25.034047,121.565973,信義區
0007,信義廣場(台北101),80,25.0330388889,121.565619444,信義區
0008,世貿三館,60,25.0352138889,121.563688889,信義區
0009,松德站,40,25.031785, 121.57448,信義區
0010,台北市災害應變中心,54,25.0286611111,121.566116667,信義區
0011,三張犁,66,25.034937,121.55762,信義區
0012,臺北醫學大學,48,25.026679,121.561747,信義區
0013,福德公園,58,25.03809,121.58367,信義區
0014,榮星花園,32,25.06424,121.54037,中山區
0015,饒河夜市,60,25.049845,121.571885,松山區
0016,松山家商,48,25.036084,121.579135,信義區
0017,民生光復路口,34,25.05862,121.55514,松山區
0018,臺北市藝文推廣處,38,25.048268,121.552278,松山區
0019,象山公園,30,25.02863,121.56981,信義區
0020,捷運科技大樓站,70,25.025896,121.543293,大安區
0021,民生敦化路口,66,25.057985,121.548982,松山區
0022,松山車站,44,25.048824,121.57845,信義區
0023,東新國小,32,25.055074,121.602798,南港區
0024,信義建國路口,46,25.03293,121.53747,大安區
0025,永吉松信路口,30,25.04543,121.57205,信義區
0026,捷運昆陽站(1號出口),42,25.050142,121.592375,南港區
0027,捷運南港展覽館站(5號出口),42,25.05469,121.61669,南港區
0028,五常公園,32,25.04814,121.57467,信義區
0029,金山愛國路口,54,25.03164,121.52655,大安區
0030,基隆長興路口,74,25.017054,121.544352,大安區
0031,辛亥新生路口,30,25.022413,121.53456,大安區
0032,捷運六張犁站,38,25.023884,121.553161,大安區
0033,中崙高中,46,25.04878,121.56087,松山區
0034,捷運行天宮站(1號出口),32,25.058369,121.532934,中山區
0035,捷運行天宮站(3號出口),30,25.059978,121.533302,中山區
0036,臺大資訊大樓,72,25.02101,121.54153,大安區
0037,捷運東門站(4號出口),46,25.0337,121.528988,大安區
0038,臺灣師範大學(圖書館),34,25.02665,121.52889,大安區
0039,南港世貿公園,26,25.058,121.61422,南港區
0040,玉成公園,34,25.04287,121.58640,南港區
0041,中研公園,30,25.047425,121.613706,南港區
0042,捷運後山埤站(1號出口),38,25.04431,121.58174,信義區
0043,凌雲市場,36,25.035639,121.614154,南港區
0044,捷運南港軟體園區站(2號出口),36,25.05973,121.616187,南港區
0045,捷運公館站(2號出口),30,25.01476  ,121.534538 ,大安區
0046,南港國小,44,25.05646,121.611027 ,南港區
0047,捷運忠孝新生站(3號出口),36,25.041924 ,121.533862  ,大安區
0048,南港車站(忠孝東路),38,25.05247,121.608202,南港區
0049,龍門廣場,52,25.040901,121.548252  ,大安區
0050,民權運動公園,52,25.062002,121.560186,松山區
0051,建國農安街口,44,25.065031,121.536775  ,中山區
0052,建國長春路口,30,25.054761,121.536925,中山區
0053,八德市場,26,25.044781,121.536609,中山區
0054,臺北市立圖書館(總館),30,25.028798,121.538073,大安區
0055,臺北田徑場,46,25.049505,121.549408,松山區
0056,仁愛林森路口,42,25.038954,121.522334,中正區
0057,新生和平路口,46,25.026217,121.53519,大安區
0058,捷運善導寺站(1號出口),48,25.045267,121.522200 ,中正區
0059,林森公園,32,25.052227,121.525805,中山區
0060,中山行政中心,30,25.064317,121.533487 ,中山區
0061,台灣科技大學,46,25.0131,121.539723 ,大安區
0062,南昌公園,34,25.026827,121.520258,中正區
0063,仁愛醫院,36,25.037569,121.545632,大安區
0064,國家圖書館,50,25.037773,121.517029,中正區
0065,青年公園3號出口,38,25.022725,121.502708 ,萬華區
0066,師範大學公館校區,42,25.007528,121.537188 ,文山區
0067,捷運臺大醫院(4號出口),48,25.042973,121.516428,中正區
0068,國興青年路口,36,25.025865,121.506536,萬華區
0069,興豐公園,34,24.999837,121.547778,文山區
0070,捷運台北101/世貿站,52,25.032752,121.561645,信義區
0071,捷運信義安和站(4號出口),30,25.032985,121.554204,大安區
0072,新生長安路口,42,25.048611,121.529346,中山區
0073,酒泉延平路口,32,25.072228,121.510195,大同區
0074,信義連雲街口,40,25.033817,121.530547,中正區
0075,基隆光復路口,30,25.0300508,121.557635,信義區
0076,新生長春路口,36,25.056387,121.527522,中山區
0077,民生活動中心,32,25.059147,121.56297,松山區
0078,捷運圓山站(2號出口),52,25.071824,121.519287,大同區
0079,捷運民權西路站(3號出口),50,25.061285,121.520205,大同區
0080,華江高中,44,25.02751,121.495869,萬華區
0081,捷運台電大樓站(2號出口),40,25.020547,121.528552,大安區
0082,捷運西門站(3號出口),60,25.041778,121.508693 ,中正區
0083,捷運大安森林公園站,74,25.033344,121.534236,大安區
0084,復華花園新城,38,25.029705,121.502899,萬華區
0085,信義敦化路口,46,25.033362,121.54911,大安區
0086,民權復興路口,36,25.062344,121.545138,松山區
0087,捷運大安站,58,25.033078,121.543057,大安區
0088,捷運象山站,62,25.032922, 121.57087,信義區
0089,和平重慶路口,44,25.027323,121.516385,中正區
0090,老松國小,44,25.037783,121.501708,萬華區
0091,市立美術館,36,25.070629,121.523268,中山區
0092,開封西寧路口,42,25.046618,121.507169,萬華區
0093,吳興公車總站,56,25.023877,121.569836,信義區
0094,捷運景美站,52,24.993254,121.541059,文山區
0095,東園國小,32,25.023393,121.497679,萬華區
0096,三民公園,30,25.061567,121.566558,松山區
0097,捷運劍潭站(2號出口),52,25.082825,121.524721,士林區
0098,羅斯福景隆街口,42,24.999378,121.540197,文山區
0099,捷運雙連站(2號出口),42,25.057866,121.520711,大同區
0100,金山市民路口,40,25.045753,121.530697,中正區
0101,華山文創園區,50,25.043668,121.528487,中正區
0102,臺北市客家文化主題公園,32,25.02043,121.525322,中正區
0103,萬華車站,60,25.033639,121.503028,萬華區
0104,台北花木批發市場,38,25.004023,121.54074,文山區
0105,峨嵋停車場,42,25.044412,121.505409,萬華區
0106,西園艋舺路口,44,25.032932,121.497674,萬華區
0107,捷運小南門站(1號出口),54,25.036402,121.509422,中正區
0108,臺北孔廟,32,25.073306,121.515843,大同區
0109,林安泰古厝,36,25.071606,121.530805,中山區
0110,文湖國小,44,25.086376,121.560888,內湖區
0111,捷運忠孝復興站(2號出口),54,25.040184,121.543497,大安區
0112,捷運新北投站,48,25.137456,121.503124,北投區
0113,仁愛逸仙路口,38,25.037724,121.561178,信義區
0114,蘭雅公園,30,25.109908,121.530386,士林區
0115,臺北轉運站,68,25.048222,121.520526,中正區
0116,福林公園,44,25.096122,121.530215,士林區
0117,捷運北投站,58,25.132581,121.498618,北投區
0118,大業大同街口,36,25.136929,121.499152,北投區
0119,捷運劍南路站(2號出口),68,25.08418,121.555116,中山區
0120,捷運龍山寺站(1號出口),46,25.035479,121.50026,萬華區
0121,龍江南京路口,66,25.05298,121.540568,中山區
0122,捷運港墘站(2號出口),50,25.079666,121.57584,內湖區
0123,天母運動公園,44,25.116325,121.534136,士林區
0124,振華公園,36,25.115863,121.518163,北投區
0125,華西公園,30,25.038609,121.498495,萬華區
0126,敦化基隆路口,30,25.022073,121.548336,大安區
0127,東湖國中,40,25.073277,121.619521,內湖區
0128,成功國宅,36,25.026808,121.546726,大安區
0129,捷運文德站(2號出口),50,25.078424,121.58456,內湖區
0130,羅斯福寧波東街口,26,25.031445,121.519411,中正區
0131,洲子二號公園,52,25.079322,121.568688,內湖區
0132,羅斯福新生南路口,88,25.01603085,121.5331757,大安區
0133,蘭興公園,40,25.111839,121.525888,士林區
0134,捷運芝山站(2號出口),64,25.10336,121.522629,士林區
0135,捷運石牌站(2號出口),54,25.114513,121.515677,北投區
0136,國立臺北護理健康大學,30,25.118049,121.517512,北投區
0137,國防大學,46,25.137976,121.493066,北投區
0138,捷運永春站(2號出口),30,25.040558,121.575372,信義區
0139,永樂市場,38,25.054501,121.510549,大同區
0140,捷運大橋頭站(2號出口),46,25.063404,121.512909,大同區
0141,文山行政中心,36,24.989902,121.569984,文山區
0142,捷運木柵站,52,24.997747,121.574214,文山區
0143,捷運動物園站(2號出口),72,24.997659,121.578752,文山區
0144,國立政治大學,70,24.988363,121.576536,文山區
0145,樹德公園,40,25.066688,121.516149,大同區
0146,捷運士林站(2號出口),46,25.092546,121.526556,士林區
0147,士林運動中心,32,25.089175,121.521814,士林區
0148,捷運明德站,68,25.110331,121.518316,北投區
0149,北投運動中心,62,25.116665,121.509621,北投區
0150,松德公園,38,25.036568,121.57343,信義區
0151,考試院,34,24.987507,121.549827,文山區
0152,百齡國小,40,25.08521,121.519175,士林區
0153,蔣渭水紀念公園,36,25.059885,121.516299,大同區
0154,中正基河路口,38,25.093396,121.519867,士林區
0155,瑞光港墘路口,30,25.076193,121.57505,內湖區
0156,東湖國小,38,25.068530,121.61538,內湖區
0157,麗山國小,42,25.082703,121.571467,內湖區
0158,捷運東湖站,48,25.067026,121.61355,內湖區
0159,捷運西湖站(1號出口),36,25.082866,121.566695,內湖區
0161,大豐公園,56,25.131143,121.503768,北投區
0162,捷運中山國小站(4號出口),70,25.062924,121.52772,中山區
0163,捷運麟光站,72,25.018097,121.559279,大安區
0164,捷運奇岩站,56,25.126286,121.500801,北投區
0165,捷運唭哩岸站(2號出口),62,25.120788,121.505693,北投區
0166,臺北市立景美女中,34,24.980602,121.556177,文山區
0167,臺北市立天文館,50,25.095714,121.518046,士林區
0168,河堤國小,44,25.02288,121.522855,中正區
0169,植物園,44,25.030015,121.509813,中正區
